name_last,name_first,key_fangraphs,full_name
devlin,jim,1003249,jim devlin
devore,josh,1003254,josh devore
devore,doug,1923,doug devore
devoy,walt,1003255,walt devoy
dewald,charlie,1003256,charlie dewald
dewey,mark,1003257,mark dewey
dewitt,samuel,-1,samuel dewitt
dewitt,fred,-1,fred dewitt
dewitt,blake,7485,blake dewitt
dewitt,matt,1028,matt dewitt
dews,bobby,-1,bobby dews
dexter,charlie,1003259,charlie dexter
difelice,mike,1151,mike difelice
difelice,mark,2468,mark difelice
dimaggio,dom,1003310,dom dimaggio
dimaggio,joe,1003311,joe dimaggio
dimaggio,vince,1003312,vince dimaggio
dimichele,frank,1003313,frank dimichele
dimuro,ray,-1,ray dimuro
dimuro,lou,-1,lou dimuro
dimuro,mike,-1,mike dimuro
dinardo,lenny,1894,lenny dinardo
diorio,ron,1003318,ron diorio
dipietro,bob,1003319,bob dipietro
dipino,frank,1003320,frank dipino
disarcina,gary,1003322,gary disarcina
dial,kermit,-1,kermit dial
dials,lou,-1,lou dials
diamond,scott,5089,scott diamond
diamond,thomas,8025,thomas diamond
diaz,tony,-1,tony diaz
diaz,jonathan,4142,jonathan diaz
diaz,carlos,1003263,carlos diaz
diaz,jumbo,3397,jumbo diaz
diaz,edwin,1003266,edwin diaz
diaz,juan,187,juan diaz
diaz,carlos,1003262,carlos diaz
diaz,jose,2057,jose diaz
diaz,mario,1003267,mario diaz
diaz,yainer,23003,yainer diaz
diaz,victor,3424,victor diaz
diaz,argenis,6403,argenis diaz
diaz,laz,-1,laz diaz
diaz,jhonathan,20298,jhonathan diaz
diaz,alex,1003260,alex diaz
diaz,felix,1932,felix diaz
diaz,jordan,22650,jordan diaz
diaz,matt,1771,matt diaz
diaz,edgar,1003264,edgar diaz
diaz,mike,1003268,mike diaz
diaz,juan,9235,juan diaz
diaz,robinzon,3248,robinzon diaz
diaz,eddy,1003265,eddy diaz
diaz,bo,1003261,bo diaz
dibble,rob,1003269,rob dibble
dibut,pedro,1003270,pedro dibut
dicken,paul,1003276,paul dicken
dickenson,ralph,-1,ralph dickenson
dickerman,leo,1003275,leo dickerman
dickerson,george,1003273,george dickerson
dickerson,buttercup,1003272,buttercup dickerson
dickerson,chris,7095,chris dickerson
dickerson,bobby,-1,bobby dickerson
dickerson,alex,12649,alex dickerson
dickerson,corey,10762,corey dickerson
dickey,bill,1003271,bill dickey
dickey,george,1003274,george dickey
dickey,steel arm,-1,steel arm dickey
dickey,r. a.,1245,r. a. dickey
dickman,emerson,1003277,emerson dickman
dickshot,johnny,1003280,johnny dickshot
dickson,murry,1003282,murry dickson
dickson,o'koyea,12677,o'koyea dickson
dickson,brandon,6979,brandon dickson
dickson,jim,1003279,jim dickson
dickson,lance,1003281,lance dickson
dickson,walt,1003283,walt dickson
dickson,jason,1003278,jason dickson
diddlebock,harry,-1,harry diddlebock
didier,bob,1003284,bob didier
diehl,george,1003286,george diehl
diehl,ernie,1003285,ernie diehl
diehl,phillip,20030,phillip diehl
diekman,jake,5003,jake diekman
diering,chuck,1003287,chuck diering
dierker,larry,1003288,larry dierker
dietrich,derek,10542,derek dietrich
dietrich,bill,1003289,bill dietrich
dietz,lloyd,1003291,lloyd dietz
dietz,dick,1003290,dick dietz
dietzel,roy,1003292,roy dietzel
difani,jay,1003293,jay difani
difo,wilmer,14320,wilmer difo
diggins,ben,1599,ben diggins
diggs,reese,1003294,reese diggs
dignan,steve,1003295,steve dignan
dihigo,martín,-1,martín dihigo
dilauro,jack,1003296,jack dilauro
dillard,pat,1003299,pat dillard
dillard,tim,5518,tim dillard
dillard,don,1003297,don dillard
dillard,gordon,1003298,gordon dillard
dillard,steve,1003300,steve dillard
dillard,,-1,
dillard,lamon,-1,lamon dillard
dillhoefer,pickles,1003301,pickles dillhoefer
dillinger,harley,1003303,harley dillinger
dillinger,bob,1003302,bob dillinger
dillman,bill,1003304,bill dillman
dillon,packy,1003306,packy dillon
dillon,joe,2384,joe dillon
dillon,john,1003305,john dillon
dillon,steve,1003308,steve dillon
dillon,frank,1003307,frank dillon
dilone,miguel,1003309,miguel dilone
dimichele,frank,1003313,frank dimichele
dimmel,mike,1003314,mike dimmel
dineen,kerry,1003315,kerry dineen
dinges,vance,1003316,vance dinges
dingman,craig,318,craig dingman
dini,nick,18206,nick dini
dinkelman,brian,3814,brian dinkelman
dinneen,bill,1003317,bill dinneen
diorio,ron,1003318,ron diorio
dipoto,jerry,1003321,jerry dipoto
dirks,andy,6453,andy dirks
disarcina,gary,1003322,gary disarcina
disch,george,1003323,george disch
dishman,glenn,1003324,glenn dishman
dismukes,dizzy,-1,dizzy dismukes
distaso,alec,1003325,alec distaso
distefano,benny,1003326,benny distefano
distel,george,1003327,george distel
ditmar,art,1003328,art ditmar
dittmer,jack,1003329,jack dittmer
diven,frank,-1,frank diven
divis,moxie,1003330,moxie divis
dixon,steve,1003334,steve dixon
dixon,brandon,15214,brandon dixon
dixon,george,-1,george dixon
dixon,sonny,1003333,sonny dixon
dixon,rap,-1,rap dixon
dixon,glenn,-1,glenn dixon
dixon,ken,1003331,ken dixon
dixon,tom,-1,tom dixon
dixon,paul,-1,paul dixon
dixon,eddie,-1,eddie dixon
dixon,hal,-1,hal dixon
dixon,tom,1003335,tom dixon
dixon,leo,1003332,leo dixon
dixon,,-1,
dixon,,-1,
dixon,johnnie bob,-1,johnnie bob dixon
dlugach,brent,8273,brent dlugach
doak,bill,1003336,bill doak
doan,walt,1003337,walt doan
dobb,john,1003339,john dobb
dobbek,dan,1003338,dan dobbek
dobbs,greg,2158,greg dobbs
dobbs,john,1003340,john dobbs
dobens,ray,1003341,ray dobens
dobernic,jess,1003342,jess dobernic
dobnak,randy,23798,randy dobnak
dobson,henry,-1,henry dobson
dobson,chuck,1003343,chuck dobson
dobson,joe,1003344,joe dobson
dobson,pat,1003345,pat dobson
doby,larry,1003346,larry doby
dockins,george,1003347,george dockins
dodd,dylan,-1,dylan dodd
dodd,robert,1003349,robert dodd
dodd,ona,1003348,ona dodd
dodd,tom,1003350,tom dodd
dodge,john,1003351,john dodge
dodge,sam,1003352,sam dodge
dodson,pat,1003353,pat dodson
doe,fred,1003354,fred doe
doerr,hal,-1,hal doerr
doerr,bobby,1003355,bobby doerr
doheny,ed,1003356,ed doheny
doherty,john,1003357,john doherty
doherty,john,1003358,john doherty
dohmann,scott,1936,scott dohmann
dohy,kyle,20334,kyle dohy
dolan,cozy,1003361,cozy dolan
dolan,biddy,1003359,biddy dolan
dolan,tom,1003364,tom dolan
dolan,cozy,1003360,cozy dolan
dolan,john,1003362,john dolan
dolan,joe,1003363,joe dolan
dole,w. c.,-1,w. c. dole
dole,lester,1003365,lester dole
dolis,rafael,4185,rafael dolis
doljack,frank,1003366,frank doljack
doll,art,1003367,art doll
dolsi,freddy,5424,freddy dolsi
dominguez,chris,9718,chris dominguez
dominguez,juan,1796,juan dominguez
dominguez,matt,4903,matt dominguez
dominique,andy,1948,andy dominique
domínguez,seranthony,19249,seranthony domínguez
domínguez,josé,11571,josé domínguez
domínguez,justo,-1,justo domínguez
donahue,john,1003371,john donahue
donahue,pat,1003372,pat donahue
donahue,jim,1003369,jim donahue
donahue,tim,1003375,tim donahue
donahue,deacon,1003368,deacon donahue
donahue,red,1003373,red donahue
donahue,she,1003374,she donahue
donahue,jiggs,1003370,jiggs donahue
donald,atley,1003376,atley donald
donald,jason,9331,jason donald
donalds,ed,1003377,ed donalds
donaldson,john,-1,john donaldson
donaldson,josh,5038,josh donaldson
donaldson,john,1003378,john donaldson
dondero,len,1003379,len dondero
donlin,mike,1003380,mike donlin
donnelly,blix,1003381,blix donnelly
donnelly,brendan,1441,brendan donnelly
donnelly,frank,1003384,frank donnelly
donnelly,rich,-1,rich donnelly
donnelly,pete,1003387,pete donnelly
donnelly,john,-1,john donnelly
donnelly,ed,1003383,ed donnelly
donnelly,jim,1003385,jim donnelly
donnelly,ed,1003382,ed donnelly
donnelly,charles,-1,charles donnelly
donnelly,jim,-1,jim donnelly
donnels,chris,1396,chris donnels
donoghue,alexander,1003389,alexander donoghue
donohue,pete,1003390,pete donohue
donohue,michael,-1,michael donohue
donohue,tom,1003391,tom donohue
donohue,jim,1003388,jim donohue
donoso,lino,1003392,lino donoso
donovan,fred,1003396,fred donovan
donovan,jerry,1003397,jerry donovan
donovan,bill,1003393,bill donovan
donovan,patsy,1003399,patsy donovan
donovan,bill,1003394,bill donovan
donovan,timothy,-1,timothy donovan
donovan,tom,1003400,tom donovan
donovan,dick,1003395,dick donovan
donovan,mike,1003398,mike donovan
donovan,brendan,24679,brendan donovan
dooin,red,1003401,red dooin
doolin,mickey,1003402,mickey doolin
doolittle,sean,1581,sean doolittle
dooms,harry,1003403,harry dooms
dopson,john,1003404,john dopson
doran,john,1003407,john doran
doran,tom,1003408,tom doran
doran,bill,1003406,bill doran
doran,bill,1003405,bill doran
dorante,lou,-1,lou dorante
dorgan,mike,1003410,mike dorgan
dorgan,jerry,1003409,jerry dorgan
dorish,fritz,1003411,fritz dorish
dorman,charlie,1003412,charlie dorman
dorman,red,1003413,red dorman
dorn,danny,1050,danny dorn
dorner,gus,1003414,gus dorner
dorow,ryan,23559,ryan dorow
dorr,bert,1003415,bert dorr
dorsett,brian,1003416,brian dorsett
dorsett,cal,1003417,cal dorsett
dorsey,jim,1003420,jim dorsey
dorsey,lucius,-1,lucius dorsey
dorsey,joseph,1003418,joseph dorsey
dorta,melvin,2562,melvin dorta
doscher,jack,1003422,jack doscher
doscher,herm,1003421,herm doscher
doster,david,1003423,david doster
dotel,octavio,555,octavio dotel
dotson,richard,1003424,richard dotson
dotson,,-1,
dotter,gary,1003426,gary dotter
dotterer,dutch,1003425,dutch dotterer
doty,babe,1003427,babe doty
doubront,felix,1478,felix doubront
dougherty,patsy,1003430,patsy dougherty
dougherty,charles,-1,charles dougherty
dougherty,jim,1003429,jim dougherty
dougherty,charlie,1003428,charlie dougherty
dougherty,tom,1003431,tom dougherty
douglas,otis,-1,otis douglas
douglas,phil,1003436,phil douglas
douglas,larry,1003435,larry douglas
douglas,john,1003433,john douglas
douglas,jesse,-1,jesse douglas
douglas,whammy,1003437,whammy douglas
douglass,astyanax,1003432,astyanax douglass
douglass,eddie,-1,eddie douglass
douglass,,-1,
douglass,klondike,1003434,klondike douglass
douglass,sean,133,sean douglass
doumit,ryan,2113,ryan doumit
douthit,taylor,1003438,taylor douthit
doval,camilo,21992,camilo doval
dove,dennis,6240,dennis dove
dow,clarence,1003439,clarence dow
dowd,snooks,1003442,snooks dowd
dowd,tommy,1003443,tommy dowd
dowd,skip,1003441,skip dowd
dowd,john,1003440,john dowd
dowdy,adam,-1,adam dowdy
dowdy,kyle,19285,kyle dowdy
dowell,ken,1003444,ken dowell
dowie,joe,1003445,joe dowie
dowling,pete,1003447,pete dowling
dowling,dave,1003446,dave dowling
down,rick,-1,rick down
downey,red,1003448,red downey
downey,tom,1003449,tom downey
downing,al,1003450,al downing
downing,brian,1003451,brian downing
downs,scott,773,scott downs
downs,bunny,-1,bunny downs
downs,dave,1003452,dave downs
downs,darin,5903,darin downs
downs,red,1003454,red downs
downs,kelly,1003453,kelly downs
downs,jeter,22202,jeter downs
downs,matt,957,matt downs
dowse,tom,1003455,tom dowse
doyle,jeff,1003463,jeff doyle
doyle,jess,1003462,jess doyle
doyle,jack,1003461,jack doyle
doyle,jim,1003464,jim doyle
doyle,danny,1003459,danny doyle
doyle,blake,-1,blake doyle
doyle,larry,1003467,larry doyle
doyle,brian,1003456,brian doyle
doyle,tommy,21281,tommy doyle
doyle,paul,1003468,paul doyle
doyle,carl,1003457,carl doyle
doyle,jacob,1003465,jacob doyle
doyle,denny,1003460,denny doyle
doyle,john,1003466,john doyle
doyle,slow joe,1003469,slow joe doyle
doyle,conny,1003458,conny doyle
doyne,cory,7262,cory doyne
dozier,d. j.,1003471,d. j. dozier
dozier,tom,1003472,tom dozier
dozier,hunter,15117,hunter dozier
dozier,brian,9810,brian dozier
dozier,buzz,1003470,buzz dozier
drabek,doug,1003473,doug drabek
drabek,kyle,4359,kyle drabek
drabowsky,moe,1003474,moe drabowsky
drago,dick,1003475,dick drago
drahman,brian,1003476,brian drahman
drake,oliver,8823,oliver drake
drake,sammy,1003481,sammy drake
drake,tom,1003483,tom drake
drake,larry,1003478,larry drake
drake,solly,1003482,solly drake
drake,andy,-1,andy drake
drake,bill,-1,bill drake
drake,rob,-1,rob drake
drake,delos,1003477,delos drake
drake,reinaldo,-1,reinaldo drake
drake,logan,1003479,logan drake
drake,lyman,1003480,lyman drake
dransfeldt,kelly,1248,kelly dransfeldt
draper,mike,1003484,mike draper
draper,doc,-1,doc draper
drauby,jake,1003485,jake drauby
dravecky,dave,1003486,dave dravecky
dreckman,bruce,-1,bruce dreckman
drees,tom,1003488,tom drees
dreesen,bill,1003487,bill dreesen
dreifort,darren,647,darren dreifort
dreisewerd,clem,1003489,clem dreisewerd
drescher,bill,1003490,bill drescher
drese,ryan,379,ryan drese
dressen,chuck,1003492,chuck dressen
dressen,lee,1003494,lee dressen
dressendorfer,kirk,1003493,kirk dressendorfer
dresser,bob,1003491,bob dresser
dresser,al,-1,al dresser
dressler,rob,1003495,rob dressler
drew,dave,1003497,dave drew
drew,tim,380,tim drew
drew,j. d.,1152,j. d. drew
drew,cameron,1003496,cameron drew
drew,stephen,4251,stephen drew
drews,frank,1003498,frank drews
drews,karl,1003499,karl drews
dreyer,steve,1003500,steve dreyer
dreyfuss,barney,-1,barney dreyfuss
driessen,dan,1003501,dan driessen
drill,lew,1003502,lew drill
driscoll,joe,-1,joe driscoll
driscoll,dennis,1003504,dennis driscoll
driscoll,michael,1003506,michael driscoll
driscoll,jim,1003505,jim driscoll
driscoll,paddy,1003507,paddy driscoll
driscoll,denny,1003503,denny driscoll
driskill,travis,134,travis driskill
drissel,mike,1003508,mike drissel
driver,craig,-1,craig driver
drohan,tom,1003509,tom drohan
dropo,walt,1003510,walt dropo
drott,dick,1003511,dick drott
drucke,louis,1003512,louis drucke
druhot,carl,1003513,carl druhot
drummond,cal,-1,cal drummond
drummond,tim,1003514,tim drummond
drumright,keith,1003515,keith drumright
drury,brandon,11615,brandon drury
drysdale,don,1003516,don drysdale
dubose,eric,1633,eric dubose
dupree,mike,1003581,mike dupree
durapau,montana,16768,montana durapau
durocher,leo,1003596,leo durocher
durocher,jayson,1497,jayson durocher
duarte,daniel,17480,daniel duarte
dubee,rich,-1,rich dubee
dubiel,monk,1003517,monk dubiel
dubois,jason,1941,jason dubois
dubois,brian,1003518,brian dubois
dubose,eric,1633,eric dubose
dubuc,jean,1003519,jean dubuc
dubón,mauricio,16530,mauricio dubón
ducey,rob,1003520,rob ducey
ducharme,ed,-1,ed ducharme
duchscherer,justin,910,justin duchscherer
duckett,mahlon,-1,mahlon duckett
duckworth,brandon,954,brandon duckworth
duckworth,jim,1003521,jim duckworth
duda,lucas,2502,lucas duda
dudley,ed,-1,ed dudley
dudley,doc,-1,doc dudley
dudley,clise,1003522,clise dudley
dudra,john,1003523,john dudra
duensing,brian,4064,brian duensing
dues,hal,1003524,hal dues
duff,pat,1003529,pat duff
duff,cecil,1003528,cecil duff
duff,matt,1565,matt duff
duff,ernest,-1,ernest duff
duffalo,jim,1003525,jim duffalo
duffee,charlie,1003526,charlie duffee
duffey,tyler,13758,tyler duffey
duffie,john,1003527,john duffie
duffy,bill,-1,bill duffy
duffy,chris,3605,chris duffy
duffy,matt,12181,matt duffy
duffy,matt,13836,matt duffy
duffy,danny,3542,danny duffy
duffy,bernie,1003530,bernie duffy
duffy,jim,-1,jim duffy
duffy,ed,1003531,ed duffy
duffy,frank,1003532,frank duffy
duffy,hugh,1003533,hugh duffy
dugan,dan,1003535,dan dugan
dugan,bill,1003534,bill dugan
dugan,joe,1003537,joe dugan
dugan,ed,1003536,ed dugan
dugas,gus,1003538,gus dugas
dugdale,dan,1003539,dan dugdale
dugey,oscar,1003540,oscar dugey
duggan,jim,1003541,jim duggan
duggar,steven,17719,steven duggar
dugger,robert,19191,robert dugger
duggleby,bill,1003542,bill duggleby
duke,martin,1003543,martin duke
duke,zach,3840,zach duke
dukes,tommie,-1,tommie dukes
dukes,jan,1003544,jan dukes
dukes,tom,1003545,tom dukes
dukes,elijah,4946,elijah dukes
dula,louis,-1,louis dula
duliba,bob,1003546,bob duliba
dull,ryan,13974,ryan dull
dumas,lafayette,-1,lafayette dumas
dumatrait,phil,8598,phil dumatrait
dumont,george,1003547,george dumont
dumoulin,dan,1003548,dan dumoulin
dumovich,nick,1003549,nick dumovich
dunand,joe,19727,joe dunand
dunbar,vet,-1,vet dunbar
dunbar,matt,1003550,matt dunbar
dunbar,tom,1003551,tom dunbar
duncan,joe,-1,joe duncan
duncan,frank,-1,frank duncan
duncan,mariano,1003554,mariano duncan
duncan,chris,2722,chris duncan
duncan,frank,-1,frank duncan
duncan,jeff,1715,jeff duncan
duncan,shelley,3620,shelley duncan
duncan,eric,-1,eric duncan
duncan,jim,1003553,jim duncan
duncan,dennis,-1,dennis duncan
duncan,vern,1003557,vern duncan
duncan,frank,-1,frank duncan
duncan,dave,1003552,dave duncan
duncan,courtney,276,courtney duncan
duncan,taylor,1003556,taylor duncan
duncan,pat,1003555,pat duncan
dundon,ed,1003558,ed dundon
dundon,gus,1003559,gus dundon
dunegan,jim,1003560,jim dunegan
dungan,sam,1003561,sam dungan
dunham,wiley,1003563,wiley dunham
dunham,lee,1003562,lee dunham
dunkle,davy,1003564,davy dunkle
dunlap,bill,1003565,bill dunlap
dunlap,grant,1003567,grant dunlap
dunlap,fred,1003566,fred dunlap
dunlap,herman,-1,herman dunlap
dunleavy,jack,1003568,jack dunleavy
dunlop,george,1003569,george dunlop
dunlop,harry,-1,harry dunlop
dunn,todd,1003579,todd dunn
dunn,adam,319,adam dunn
dunn,alan,-1,alan dunn
dunn,tom,-1,tom dunn
dunn,jim,1003574,jim dunn
dunn,jake,-1,jake dunn
dunn,scott,2634,scott dunn
dunn,steve,1003578,steve dunn
dunn,joe,1003575,joe dunn
dunn,ron,1003576,ron dunn
dunn,justin,19268,justin dunn
dunn,mike,9948,mike dunn
dunn,jack,1003573,jack dunn
dunn,alphonse,-1,alphonse dunn
dunn,steve,1003577,steve dunn
dunne,mike,1003570,mike dunne
dunne,jim,-1,jim dunne
dunning,steve,1003572,steve dunning
dunning,jake,10803,jake dunning
dunning,dane,19409,dane dunning
dunning,andy,1003571,andy dunning
dunston,shawon,1401,shawon dunston
dunwoody,todd,381,todd dunwoody
dupee,frank,1003580,frank dupee
duplantier,jon,19546,jon duplantier
dupree,mike,1003581,mike dupree
duran,roberto,1003584,roberto duran
duran,jhoan,21029,jhoan duran
duran,jarren,24617,jarren duran
duran,german,3919,german duran
duran,dan,1003582,dan duran
duran,ezequiel,23733,ezequiel duran
durango,luis,6533,luis durango
durant,mike,1003583,mike durant
durazo,erubiel,1413,erubiel durazo
durbin,blaine,1003585,blaine durbin
durbin,chad,1442,chad durbin
durbin,j. d.,7992,j. d. durbin
durbin,jeff,-1,jeff durbin
duren,ryne,1003586,ryne duren
durfee,peter,-1,peter durfee
durham,ed,1003589,ed durham
durham,ray,230,ray durham
durham,bull,1003587,bull durham
durham,don,1003588,don durham
durham,james,1003590,james durham
durham,joe,1003591,joe durham
durham,leon,1003592,leon durham
durnbaugh,bobby,1003593,bobby durnbaugh
durning,george,1003594,george durning
durning,rich,1003595,rich durning
durocher,leo,1003596,leo durocher
durocher,jayson,1497,jayson durocher
duron,nick,21092,nick duron
durrett,red,1003597,red durrett
durrington,trent,1805,trent durrington
durst,cedric,1003598,cedric durst
duryea,jesse,1003599,jesse duryea
dusak,erv,1003600,erv dusak
dusan,gene,-1,gene dusan
duser,carl,1003601,carl duser
dustal,bob,1003602,bob dustal
dutton,patrick,-1,patrick dutton
duvall,adam,10950,adam duvall
duvall,mike,1003603,mike duvall
duzen,bill,1003604,bill duzen
dwight,eddie,-1,eddie dwight
dwight,al,1003605,al dwight
dwyer,john,1003609,john dwyer
dwyer,frank,1003607,frank dwyer
dwyer,joe,1003606,joe dwyer
dwyer,jim,1003608,jim dwyer
dwyer,chris,10045,chris dwyer
dybzinski,jerry,1003610,jerry dybzinski
dyck,jim,1003611,jim dyck
dye,jermaine,911,jermaine dye
dyer,ben,1003612,ben dyer
dyer,mike,1003615,mike dyer
dyer,eddie,1003614,eddie dyer
dyer,duffy,1003613,duffy dyer
dygert,jimmy,1003616,jimmy dygert
dykes,a. j.,-1,a. j. dykes
dykes,jimmy,1003617,jimmy dykes
dykhoff,radhames,1003618,radhames dykhoff
dykstra,allan,9113,allan dykstra
dykstra,lenny,1003619,lenny dykstra
dyler,john,1003620,john dyler
dyson,sam,11710,sam dyson
dyson,jarrod,4866,jarrod dyson
díaz,edwin,14710,edwin díaz
díaz,aledmys,15937,aledmys díaz
díaz,pedro,-1,pedro díaz
díaz,yusniel,18905,yusniel díaz
díaz,yennsy,20218,yennsy díaz
díaz,fernando,-1,fernando díaz
díaz,lewin,18365,lewin díaz
díaz,yandy,16578,yandy díaz
díaz,rufino,-1,rufino díaz
díaz,isan,17922,isan díaz
díaz,miguel,18815,miguel díaz
díaz,elias,11680,elias díaz
díaz,dayan,11543,dayan díaz
díaz,heliodoro,-1,heliodoro díaz
díaz,einar,378,einar díaz
díaz,jairo,12774,jairo díaz
díaz,alexis,21132,alexis díaz
eaddy,don,1003621,don eaddy
eades,ryan,14808,ryan eades
eagan,john,-1,john eagan
eagan,bill,1003622,bill eagan
eagan,truck,1003623,truck eagan
eagle,bill,1003624,bill eagle
eakle,charlie,1003625,charlie eakle
earl,scott,1003631,scott earl
earl,howard,1003630,howard earl
earle,billy,1003627,billy earle
earley,bill,1003628,bill earley
earley,tom,1003629,tom earley
earley,arnold,1003626,arnold earley
early,jake,1003632,jake early
earnshaw,george,1003633,george earnshaw
easler,mike,1003635,mike easler
easley,damion,464,damion easley
easley,logan,1003634,logan easley
easley,harold,-1,harold easley
easley,ed,2487,ed easley
eason,mal,1003636,mal eason
east,hugh,1003645,hugh east
east,harry,1003644,harry east
east,carl,1003637,carl east
easter,luke,1003640,luke easter
easterday,henry,1003638,henry easterday
easterling,paul,1003641,paul easterling
easterling,howard,-1,howard easterling
easterly,ted,1003643,ted easterly
easterly,jamie,1003639,jamie easterly
easterwood,roy,1003642,roy easterwood
easton,ryan,-1,ryan easton
easton,john,1003647,john easton
easton,jack,1003646,jack easton
eastwick,rawly,1003648,rawly eastwick
eaton,craig,1003649,craig eaton
eaton,adam,1029,adam eaton
eaton,zeb,1003650,zeb eaton
eaton,nate,25055,nate eaton
eaton,adam,11205,adam eaton
eave,gary,1003651,gary eave
eaves,vallie,1003652,vallie eaves
eayrs,eddie,1003653,eddie eayrs
ebbets,charlie,-1,charlie ebbets
ebel,dino,-1,dino ebel
ebel,wally,-1,wally ebel
ebert,derrin,1003654,derrin ebert
ebright,hi,1003655,hi ebright
eccles,harry,1003656,harry eccles
echevarria,angel,1498,angel echevarria
echols,johnny,1003657,johnny echols
echols,joe,-1,joe echols
eckenstahler,eric,1600,eric eckenstahler
ecker,donnie,-1,donnie ecker
eckersley,dennis,1003660,dennis eckersley
eckert,al,1003658,al eckert
eckert,charlie,1003659,charlie eckert
eckhardt,ox,1003661,ox eckhardt
eckstein,rick,-1,rick eckstein
eckstein,david,10,david eckstein
eddings,doug,-1,doug eddings
eddy,chris,1003662,chris eddy
eddy,steve,1003664,steve eddy
eddy,don,1003663,don eddy
edelen,joe,1003666,joe edelen
edelen,ed,1003665,ed edelen
edelman,john,1003667,john edelman
eden,mike,1003670,mike eden
eden,charlie,1003668,charlie eden
edenfield,ken,1003669,ken edenfield
edens,tom,1003671,tom edens
edge,butch,1003672,butch edge
edgerton,bill,1003673,bill edgerton
edgin,josh,10796,josh edgin
edington,frank,1003674,frank edington
edlefsen,steve,2185,steve edlefsen
edler,dave,1003675,dave edler
edman,tommy,19470,tommy edman
edmonds,jim,1153,jim edmonds
edmondson,paul,1003680,paul edmondson
edmondson,george,1003679,george edmondson
edmondson,brian,1003677,brian edmondson
edmondson,bob,1003676,bob edmondson
edmonson,eddie,1003678,eddie edmonson
edmonston,sam,1003681,sam edmonston
edwards,weedy,-1,weedy edwards
edwards,jesse,-1,jesse edwards
edwards,ralph,1003692,ralph edwards
edwards,carl,13607,carl edwards
edwards,foster,1003686,foster edwards
edwards,larry,-1,larry edwards
edwards,doc,1003685,doc edwards
edwards,johnny,1003689,johnny edwards
edwards,dave,1003684,dave edwards
edwards,james,1003688,james edwards
edwards,marshall,1003690,marshall edwards
edwards,mike,1003691,mike edwards
edwards,jon,1483,jon edwards
edwards,tenny,-1,tenny edwards
edwards,bruce,1003683,bruce edwards
edwards,hank,1003687,hank edwards
edwards,,1003682,
edwards,chancelor,-1,chancelor edwards
edwards,sherman,1003693,sherman edwards
edwards,jesse,-1,jesse edwards
edwards,,-1,
edwards,wayne,1003694,wayne edwards
edwards,mike,1850,mike edwards
eells,harry,1003695,harry eells
eenhoorn,robert,1003696,robert eenhoorn
effross,scott,18384,scott effross
eflin,zach,13774,zach eflin
egan,jack,1003701,jack egan
egan,tom,1003702,tom egan
egan,dick,1003699,dick egan
egan,jim,1003700,jim egan
egan,ben,1003697,ben egan
egan,wish,1003703,wish egan
egan,dick,1003698,dick egan
egbert,jack,7487,jack egbert
ege,cody,15928,cody ege
eggert,mose,1003704,mose eggert
eggler,dave,1003705,dave eggler
eggleston,mack,-1,mack eggleston
egloff,bruce,1003706,bruce egloff
ehlen,frederick,1003721,frederick ehlen
ehmke,howard,1003707,howard ehmke
ehret,red,1003708,red ehret
ehrhardt,rube,1003709,rube ehrhardt
eibel,hack,1003710,hack eibel
eibner,brett,11369,brett eibner
eichelberger,juan,1003711,juan eichelberger
eichhorn,mark,1003712,mark eichhorn
eichrodt,ike,1003713,ike eichrodt
eickhoff,jerad,12664,jerad eickhoff
eiland,dave,1003714,dave eiland
eilers,dave,1003715,dave eilers
einertson,darrell,1003716,darrell einertson
einspahr,dave,-1,dave einspahr
eischen,joey,774,joey eischen
eisenhart,jake,1003718,jake eisenhart
eisenreich,jim,1003719,jim eisenreich
eisenstat,harry,1003717,harry eisenstat
eiteljorge,ed,1003720,ed eiteljorge
ekstrom,mike,7488,mike ekstrom
elam,jim,-1,jim elam
elarton,scott,426,scott elarton
elberfeld,kid,1003722,kid elberfeld
elbert,scott,7489,scott elbert
elder,henry,1003724,henry elder
elder,dave,1535,dave elder
elder,bryce,27779,bryce elder
elder,george,1003723,george elder
eldred,cal,1653,cal eldred
eldred,brad,4328,brad eldred
eldridge,clarence,-1,clarence eldridge
elia,lee,1003725,lee elia
elko,pete,1003726,pete elko
ellam,roy,1003727,roy ellam
elledge,seth,19766,seth elledge
eller,hod,1003729,hod eller
ellerbe,frank,1003728,frank ellerbe
ellick,joe,1003730,joe ellick
ellingsen,bruce,1003731,bruce ellingsen
ellington,brian,17233,brian ellington
elliot,larry,1003742,larry elliot
elliott,claude,1003735,claude elliott
elliott,jumbo,1003741,jumbo elliott
elliott,randy,1003743,randy elliott
elliott,harry,1003740,harry elliott
elliott,rowdy,1003744,rowdy elliott
elliott,donnie,1003736,donnie elliott
elliott,carter,1003734,carter elliott
elliott,allen,1003732,allen elliott
elliott,hal,1003739,hal elliott
elliott,glenn,1003738,glenn elliott
elliott,bob,1003733,bob elliott
elliott,gene,1003737,gene elliott
ellis,ryan,-1,ryan ellis
ellis,mark,1443,mark ellis
ellis,rocky,-1,rocky ellis
ellis,sammy,1003753,sammy ellis
ellis,chris,16125,chris ellis
ellis,john,1003750,john ellis
ellis,a. j.,5677,a. j. ellis
ellis,drew,19873,drew ellis
ellis,william,-1,william ellis
ellis,robert,649,robert ellis
ellis,ben,1003746,ben ellis
